Species,Station,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger
Baboon,NPR3,13-Sep-17,13:04:53,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR3,15-Sep-17,8:22:24,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Steenbok,NPR3,16-Sep-17,8:37:38,Ok,FALSE,Sunny,FALSE,TRUE,11,FALSE
Baboon,NPR3,17-Sep-17,13:05:44,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Eland,NPR3,04-Oct-17,1:48:29,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE
Steenbok,NPR3,07-Oct-17,7:39:21,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Steenbok,NPR3,08-Oct-17,22:15:12,Dark,FALSE,Dark,FALSE,TRUE,10,FALSE
Dog,NPR3,15-Oct-17,18:57:34,Ok,FALSE,Dark,FALSE,TRUE,15,FALSE
Steenbok,NPR3,16-Oct-17,5:30:30,Ok,FALSE,Dark,FALSE,TRUE,7,FALSE
Eland,NPR3,19-Oct-17,2:16:00,Dark,FALSE,Dark,FALSE,TRUE,12,FALSE
Baboon,NPR3,03-Nov-17,12:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Steenbok,NPR3,05-Nov-17,6:50:11,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE
Kudu,NPR3,30-Nov-17,18:09:49,Ok,FALSE,Shade,FALSE,TRUE,33,FALSE
Steenbok,NPR3,06-Dec-17,21:42:42,Dark,FALSE,Dark,FALSE,TRUE,21,FALSE
Steenbok,NPR3,06-Dec-17,23:59:17,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
Kudu,NPR3,09-Dec-17,6:09:12,Ok,FALSE,Sunny,FALSE,TRUE,17,FALSE
Steenbok,NPR3,14-Dec-17,19:20:21,Dark,FALSE,Shade,FALSE,TRUE,21,FALSE
Steenbok,NPR3,17-Dec-17,4:47:41,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE
Steenbok,NPR3,19-Dec-17,20:44:14,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
Baboon,NPR3,20-Dec-17,8:06:52,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR3,25-Dec-17,12:02:21,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Steenbok,NPR3,26-Dec-17,5:38:55,Dark,FALSE,Shade,FALSE,TRUE,6,FALSE
Cattle,NPR3,30-Dec-17,5:56:48,Dark,FALSE,Shade,FALSE,TRUE,13,FALSE
Cattle,NPR3,30-Dec-17,6:06:41,Ok,FALSE,Shade,FALSE,TRUE,15,FALSE
Cattle,NPR3,02-Jan-18,11:14:40,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Cattle,NPR3,02-Jan-18,22:09:31,Dark,FALSE,Dark,FALSE,TRUE,16,FALSE
Baboon,NPR3,04-Jan-18,8:50:59,Ok,FALSE,Sunny,FALSE,TRUE,28,FALSE
Cattle,NPR3,04-Jan-18,6:44:56,Ok,FALSE,Shade,FALSE,TRUE,17,FALSE
Cattle,NPR3,04-Jan-18,18:40:37,Dark,FALSE,Shade,FALSE,TRUE,37,FALSE
Jackal,NPR3,08-Jan-18,5:09:27,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE
Steenbok,NPR3,08-Jan-18,20:20:55,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Baboon,NPR3,11-Jan-18,6:05:53,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE
Cattle,NPR3,14-Jan-18,6:04:21,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE
Steenbok,NPR3,15-Jan-18,5:11:01,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Baboon,NPR3,16-Jan-18,13:00:02,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Cattle,NPR3,17-Jan-18,8:55:54,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE
Steenbok,NPR3,17-Jan-18,7:04:33,Ok,FALSE,Shade,FALSE,TRUE,20,FALSE
Steenbok,NPR3,17-Jan-18,11:24:18,Ok,FALSE,Sunny,FALSE,TRUE,27,FALSE
Steenbok,NPR3,17-Jan-18,19:29:57,Ok,FALSE,Shade,FALSE,TRUE,23,FALSE
Baboon,NPR3,18-Jan-18,6:22:25,Dark,FALSE,Shade,FALSE,TRUE,17,FALSE
Baboon,NPR3,18-Jan-18,9:19:03,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Kudu,NPR3,23-Jan-18,11:30:52,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Cattle,NPR3,25-Jan-18,9:26:20,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Cattle,NPR3,25-Jan-18,11:17:26,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Baboon,NPR3,27-Jan-18,16:52:52,Ok,FALSE,Shade,TRUE,TRUE,33,FALSE
Baboon,NPR3,28-Jan-18,11:36:08,Ok,FALSE,Sunny,TRUE,TRUE,28,FALSE
Baboon,NPR3,28-Jan-18,15:23:51,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Cattle,NPR3,28-Jan-18,12:00:02,Ok,FALSE,Sunny,TRUE,TRUE,28,FALSE
Steenbok,NPR3,28-Jan-18,19:11:04,Dark,FALSE,Shade,TRUE,TRUE,26,FALSE
Cattle,NPR3,30-Jan-18,6:25:56,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Cattle,NPR3,30-Jan-18,9:58:22,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Cattle,NPR3,30-Jan-18,10:00:02,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Cattle,NPR3,30-Jan-18,10:00:15,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Steenbok,NPR3,30-Jan-18,17:12:58,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Cattle,NPR3,02-Feb-18,9:38:34,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Cattle,NPR3,02-Feb-18,10:18:58,Ok,FALSE,Sunny,TRUE,TRUE,25,FALSE
Cattle,NPR3,02-Feb-18,16:11:12,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Steenbok,NPR3,03-Feb-18,1:56:08,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE
Baboon,NPR3,05-Feb-18,12:47:02,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Cattle,NPR3,05-Feb-18,3:19:10,Dark,FALSE,Dark,TRUE,TRUE,13,FALSE
Cattle,NPR3,05-Feb-18,7:45:57,Ok,FALSE,Sunny,TRUE,TRUE,17,FALSE
Cattle,NPR3,05-Feb-18,8:00:02,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Cattle,NPR3,05-Feb-18,8:01:36,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Cattle,NPR3,05-Feb-18,10:28:49,Ok,FALSE,Sunny,TRUE,TRUE,27,FALSE
Cattle,NPR3,05-Feb-18,18:59:12,Dark,FALSE,Shade,TRUE,TRUE,37,FALSE
Kudu,NPR3,05-Feb-18,15:02:50,Ok,FALSE,Sunny,TRUE,TRUE,41,FALSE
Jackal,NPR3,06-Feb-18,5:52:28,Ok,FALSE,Sunny,TRUE,TRUE,17,FALSE
Kudu,NPR3,06-Feb-18,11:42:28,Ok,FALSE,Sunny,TRUE,TRUE,27,FALSE
Cattle,NPR3,08-Feb-18,19:24:16,Dark,FALSE,Dark,TRUE,TRUE,31,FALSE
Kudu,NPR3,08-Feb-18,12:19:50,Ok,FALSE,Sunny,TRUE,TRUE,37,FALSE
Baboon,NPR3,09-Feb-18,11:06:46,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Cattle,NPR3,09-Feb-18,6:57:24,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Cattle,NPR3,09-Feb-18,7:00:02,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Cattle,NPR3,09-Feb-18,7:00:16,Ok,FALSE,Shade,TRUE,TRUE,20,FALSE
Cattle,NPR3,10-Feb-18,3:19:14,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE
Cattle,NPR3,10-Feb-18,9:02:42,Ok,FALSE,Shade,TRUE,TRUE,21,FALSE
Cattle,NPR3,10-Feb-18,16:11:57,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Steenbok,NPR3,10-Feb-18,8:57:23,Ok,FALSE,Shade,TRUE,TRUE,21,FALSE
Steenbok,NPR3,11-Feb-18,6:19:18,Ok,FALSE,Shade,TRUE,TRUE,15,FALSE
Steenbok,NPR3,12-Feb-18,6:28:48,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR3,13-Feb-18,15:18:32,Ok,FALSE,Sunny,TRUE,TRUE,37,FALSE
Baboon,NPR3,13-Feb-18,16:00:02,Ok,FALSE,Sunny,TRUE,TRUE,33,FALSE
Jackal,NPR3,13-Feb-18,6:43:06,Ok,FALSE,Shade,TRUE,TRUE,16,FALSE
Baboon,NPR3,14-Feb-18,11:16:38,Ok,FALSE,Sunny,TRUE,TRUE,30,FALSE
Baboon,NPR3,14-Feb-18,15:20:28,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Cattle,NPR3,14-Feb-18,12:00:02,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Cattle,NPR3,14-Feb-18,12:00:18,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Cattle,NPR3,14-Feb-18,14:00:02,Ok,FALSE,Sunny,TRUE,TRUE,35,FALSE
Cattle,NPR3,14-Feb-18,14:00:20,Ok,FALSE,Sunny,TRUE,TRUE,36,FALSE
Jackal,NPR3,15-Feb-18,1:51:34,Dark,FALSE,Dark,TRUE,TRUE,20,FALSE
Baboon,NPR3,17-Feb-18,8:12:46,Ok,FALSE,Sunny,TRUE,TRUE,20,FALSE
Jackal,NPR3,17-Feb-18,7:14:47,Ok,FALSE,Shade,TRUE,TRUE,17,FALSE
Baboon,NPR3,20-Feb-18,15:00:02,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Baboon,NPR3,20-Feb-18,15:02:35,Ok,FALSE,Sunny,TRUE,TRUE,32,FALSE
Baboon,NPR3,21-Feb-18,16:35:24,Ok,FALSE,Shade,TRUE,TRUE,41,FALSE
Baboon,NPR3,21-Feb-18,18:00:02,Dark,FALSE,Shade,TRUE,TRUE,32,FALSE
Baboon,NPR3,21-Feb-18,18:16:22,Dark,FALSE,Shade,TRUE,TRUE,31,FALSE
Steenbok,NPR3,21-Feb-18,7:28:12,Ok,FALSE,Shade,TRUE,TRUE,17,FALSE
Kudu,NPR3,22-Feb-18,10:24:50,Ok,FALSE,Sunny,TRUE,TRUE,28,FALSE
Baboon,NPR3,23-Feb-18,14:26:53,Ok,FALSE,Sunny,TRUE,TRUE,31,FALSE
Baboon,NPR3,24-Feb-18,13:23:02,Ok,FALSE,Sunny,TRUE,TRUE,22,FALSE
Steenbok,NPR3,24-Feb-18,9:59:56,Ok,FALSE,Sunny,TRUE,TRUE,16,FALSE
Baboon,NPR3,25-Feb-18,13:39:43,Ok,FALSE,Sunny,TRUE,TRUE,26,FALSE
Jackal,NPR3,25-Feb-18,6:55:43,Ok,FALSE,Shade,TRUE,TRUE,10,FALSE
Steenbok,NPR3,26-Feb-18,7:27:52,Ok,FALSE,Shade,FALSE,TRUE,10,FALSE
Steenbok,NPR3,26-Feb-18,11:05:43,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Steenbok,NPR3,26-Feb-18,18:54:22,Dark,FALSE,Shade,FALSE,TRUE,30,FALSE
Steenbok,NPR3,26-Feb-18,20:53:59,Dark,FALSE,Dark,FALSE,TRUE,22,FALSE
Kudu,NPR3,28-Feb-18,13:54:00,Ok,FALSE,Sunny,FALSE,TRUE,32,FALSE
Steenbok,NPR3,28-Feb-18,7:23:29,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE
Baboon,NPR3,01-Mar-18,15:03:44,Ok,FALSE,Sunny,FALSE,TRUE,30,FALSE
Baboon,NPR3,04-Mar-18,11:37:16,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Kudu,NPR3,04-Mar-18,9:14:34,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Jackal,NPR3,05-Mar-18,8:18:49,Ok,FALSE,Sunny,FALSE,TRUE,17,FALSE
Steenbok,NPR3,06-Mar-18,5:42:08,Dark,FALSE,Dark,FALSE,TRUE,16,FALSE
Kudu,NPR3,07-Mar-18,11:14:19,Ok,FALSE,Sunny,FALSE,TRUE,26,FALSE
Steenbok,NPR3,07-Mar-18,6:40:22,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Kudu,NPR3,08-Mar-18,4:05:23,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Steenbok,NPR3,08-Mar-18,1:29:18,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Steenbok,NPR3,10-Mar-18,6:16:56,Ok,FALSE,Shade,FALSE,TRUE,13,FALSE
Baboon,NPR3,12-Mar-18,15:07:07,Ok,FALSE,Sunny,FALSE,TRUE,33,FALSE
Steenbok,NPR3,13-Mar-18,6:21:13,Dark,FALSE,Shade,FALSE,TRUE,12,FALSE
Steenbok,NPR3,13-Mar-18,10:41:45,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Baboon,NPR3,14-Mar-18,10:27:14,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Steenbok,NPR3,16-Mar-18,6:59:54,Dark,FALSE,Dark,FALSE,TRUE,5,FALSE
Kudu,NPR3,17-Mar-18,5:41:20,Dark,FALSE,Dark,FALSE,TRUE,8,FALSE
Baboon,NPR3,18-Mar-18,10:42:22,Ok,FALSE,Sunny,FALSE,TRUE,25,FALSE
Baboon,NPR3,20-Mar-18,13:42:54,Ok,FALSE,Sunny,FALSE,TRUE,31,FALSE
Steenbok,NPR3,21-Mar-18,7:57:52,Ok,FALSE,Shade,FALSE,TRUE,15,FALSE
Steenbok,NPR3,21-Mar-18,23:26:10,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Steenbok,NPR3,22-Mar-18,10:53:49,Ok,FALSE,Sunny,FALSE,TRUE,22,FALSE
Caracal,NPR3,25-Mar-18,18:06:26,Dark,FALSE,Shade,FALSE,TRUE,21,FALSE
Baboon,NPR3,04-Apr-18,8:10:48,Ok,FALSE,Sunny,FALSE,TRUE,15,FALSE
Steenbok,NPR3,14-Apr-18,6:32:36,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Steenbok,NPR3,17-Apr-18,23:00:02,Dark,FALSE,Dark,FALSE,TRUE,16,FALSE
Steenbok,NPR3,17-Apr-18,23:00:29,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
Kudu,NPR3,19-Apr-18,3:30:25,Dark,FALSE,Dark,FALSE,TRUE,7,FALSE
Kudu,NPR3,20-Apr-18,18:07:13,Dark,FALSE,Dark,FALSE,TRUE,21,FALSE
Steenbok,NPR3,20-Apr-18,6:41:55,Ok,FALSE,Shade,FALSE,TRUE,5,FALSE
Steenbok,NPR3,02-May-18,7:19:43,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE
Kudu,NPR3,04-May-18,14:03:55,Ok,FALSE,Sunny,FALSE,TRUE,27,FALSE
Oryx,NPR3,04-May-18,0:32:24,Dark,FALSE,Dark,FALSE,TRUE,5,FALSE
Oryx,NPR3,04-May-18,21:58:40,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE
Oryx,NPR3,04-May-18,22:00:02,Dark,FALSE,Dark,FALSE,TRUE,13,FALSE
Oryx,NPR3,04-May-18,22:00:35,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Oryx,NPR3,08-May-18,2:55:49,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Oryx,NPR3,08-May-18,3:00:02,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Oryx,NPR3,09-May-18,4:15:33,Dark,FALSE,Dark,FALSE,TRUE,10,FALSE
Kudu,NPR3,11-May-18,8:29:07,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Kudu,NPR3,17-May-18,22:20:14,Dark,FALSE,Dark,FALSE,TRUE,11,FALSE
Oryx,NPR3,18-May-18,2:50:13,Dark,FALSE,Dark,FALSE,TRUE,6,FALSE
Steenbok,NPR3,18-May-18,21:16:09,Dark,FALSE,Dark,FALSE,TRUE,11,FALSE
Steenbok,NPR3,19-May-18,9:17:54,Ok,FALSE,Sunny,FALSE,TRUE,17,FALSE
Oryx,NPR3,26-May-18,21:04:02,Dark,FALSE,Dark,FALSE,TRUE,12,FALSE
Baboon,NPR3,27-May-18,14:34:29,Ok,FALSE,Sunny,FALSE,TRUE,23,FALSE
Oryx,NPR3,28-May-18,7:07:25,Dark,FALSE,Dark,FALSE,TRUE,15,FALSE
Oryx,NPR3,10-Jun-18,18:29:41,Dark,FALSE,Dark,FALSE,TRUE,10,FALSE
Oryx,NPR3,13-Jun-18,1:54:47,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
Oryx,NPR3,13-Jun-18,2:00:02,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
Jackal,NPR3,16-Jun-18,8:12:44,Ok,FALSE,Shade,FALSE,TRUE,5,FALSE
Steenbok,NPR3,17-Jun-18,17:24:10,Dark,FALSE,Dark,FALSE,TRUE,17,FALSE
