Species,Station,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger
Baboon,NPR2,03-Jul-17,15:31:54,Ok,FALSE,Shade,FALSE,TRUE,21,FALSE
Baboon,NPR2,04-Jul-17,15:40:33,Ok,FALSE,Shade,FALSE,TRUE,22,FALSE
Baboon,NPR2,12-Jul-17,10:49:04,Ok,FALSE,Sunny,FALSE,TRUE,5,FALSE
Baboon,NPR2,29-Jul-17,11:21:23,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,23-Aug-17,10:19:21,Ok,FALSE,Sunny,FALSE,TRUE,11,FALSE
Baboon,NPR2,27-Aug-17,9:44:11,Ok,FALSE,Sunny,FALSE,TRUE,11,FALSE
Baboon,NPR2,28-Aug-17,11:28:20,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,09-Sep-17,7:23:12,Ok,FALSE,Shade,FALSE,TRUE,12,FALSE
Baboon,NPR2,10-Sep-17,10:39:28,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,10-Sep-17,11:00:02,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,10-Sep-17,11:04:18,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
Baboon,NPR2,15-Sep-17,7:50:29,Ok,FALSE,Shade,FALSE,TRUE,8,FALSE
Baboon,NPR2,15-Sep-17,8:06:04,Ok,FALSE,Sunny,FALSE,TRUE,10,FALSE
Baboon,NPR2,16-Sep-17,14:32:38,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,16-Sep-17,16:00:02,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,16-Sep-17,16:02:06,Ok,FALSE,Sunny,FALSE,TRUE,16,FALSE
Baboon,NPR2,17-Sep-17,10:47:16,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,17-Sep-17,11:00:02,Ok,FALSE,Sunny,FALSE,TRUE,20,FALSE
Baboon,NPR2,17-Sep-17,11:08:23,Ok,FALSE,Sunny,FALSE,TRUE,21,FALSE
