File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,Weather,Water,Animal,Temperature,FalseTrigger,Comment
05080436.JPG,NPR1,NPR1 - April to June,08-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05080437.JPG,NPR1,NPR1 - April to June,08-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05080438.JPG,NPR1,NPR1 - April to June,08-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05080439.JPG,NPR1,NPR1 - April to June,08-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05080440.JPG,NPR1,NPR1 - April to June,08-May-17,6:00:01,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05080441.JPG,NPR1,NPR1 - April to June,08-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05080442.JPG,NPR1,NPR1 - April to June,08-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,5,FALSE,
05080443.JPG,NPR1,NPR1 - April to June,08-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,7,FALSE,
05080444.JPG,NPR1,NPR1 - April to June,08-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,13,FALSE,
05080445.JPG,NPR1,NPR1 - April to June,08-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,21,FALSE,
05080446.JPG,NPR1,NPR1 - April to June,08-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05080447.JPG,NPR1,NPR1 - April to June,08-May-17,13:00:01,Ok,FALSE,Sunny,TRUE,FALSE,25,FALSE,
05080448.JPG,NPR1,NPR1 - April to June,08-May-17,14:00:03,Ok,FALSE,Sunny,TRUE,FALSE,26,FALSE,
05080449.JPG,NPR1,NPR1 - April to June,08-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,31,FALSE,
05080450.JPG,NPR1,NPR1 - April to June,08-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,25,FALSE,
05080451.JPG,NPR1,NPR1 - April to June,08-May-17,17:00:02,Dark,FALSE,Shade,TRUE,FALSE,22,FALSE,
05080452.JPG,NPR1,NPR1 - April to June,08-May-17,18:00:03,Dark,FALSE,Dark,TRUE,FALSE,20,FALSE,
05080453.JPG,NPR1,NPR1 - April to June,08-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,17,FALSE,
05080454.JPG,NPR1,NPR1 - April to June,08-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05080455.JPG,NPR1,NPR1 - April to June,08-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,13,FALSE,
05080456.JPG,NPR1,NPR1 - April to June,08-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05080457.JPG,NPR1,NPR1 - April to June,08-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05090458.JPG,NPR1,NPR1 - April to June,09-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05090459.JPG,NPR1,NPR1 - April to June,09-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05090460.JPG,NPR1,NPR1 - April to June,09-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05090461.JPG,NPR1,NPR1 - April to June,09-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05090462.JPG,NPR1,NPR1 - April to June,09-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05090463.JPG,NPR1,NPR1 - April to June,09-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05090464.JPG,NPR1,NPR1 - April to June,09-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05090465.JPG,NPR1,NPR1 - April to June,09-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05090466.JPG,NPR1,NPR1 - April to June,09-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,5,FALSE,
05090467.JPG,NPR1,NPR1 - April to June,09-May-17,9:00:02,Ok,FALSE,Shade,TRUE,FALSE,7,FALSE,
05090468.JPG,NPR1,NPR1 - April to June,09-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05090469.JPG,NPR1,NPR1 - April to June,09-May-17,11:00:03,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05090470.JPG,NPR1,NPR1 - April to June,09-May-17,12:00:03,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05090471.JPG,NPR1,NPR1 - April to June,09-May-17,13:00:03,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05090472.JPG,NPR1,NPR1 - April to June,09-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05090473.JPG,NPR1,NPR1 - April to June,09-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,25,FALSE,
05090474.JPG,NPR1,NPR1 - April to June,09-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,20,FALSE,
05090475.JPG,NPR1,NPR1 - April to June,09-May-17,17:00:02,Ok,FALSE,Shade,TRUE,FALSE,17,FALSE,
05090476.JPG,NPR1,NPR1 - April to June,09-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05090477.JPG,NPR1,NPR1 - April to June,09-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05090478.JPG,NPR1,NPR1 - April to June,09-May-17,19:08:15,Dark,FALSE,Dark,TRUE,TRUE,15,FALSE,Jackal
05090479.JPG,NPR1,NPR1 - April to June,09-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05090480.JPG,NPR1,NPR1 - April to June,09-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05090481.JPG,NPR1,NPR1 - April to June,09-May-17,21:43:34,Dark,FALSE,Dark,TRUE,FALSE,10,TRUE,
05090482.JPG,NPR1,NPR1 - April to June,09-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05090483.JPG,NPR1,NPR1 - April to June,09-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05100484.JPG,NPR1,NPR1 - April to June,10-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05100485.JPG,NPR1,NPR1 - April to June,10-May-17,1:00:01,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05100486.JPG,NPR1,NPR1 - April to June,10-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05100487.JPG,NPR1,NPR1 - April to June,10-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05100488.JPG,NPR1,NPR1 - April to June,10-May-17,3:37:13,Dark,FALSE,Dark,TRUE,TRUE,5,FALSE,Kudu
05100489.JPG,NPR1,NPR1 - April to June,10-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,3,FALSE,
05100490.JPG,NPR1,NPR1 - April to June,10-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,3,FALSE,
05100491.JPG,NPR1,NPR1 - April to June,10-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,3,FALSE,
05100492.JPG,NPR1,NPR1 - April to June,10-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,2,FALSE,
05100493.JPG,NPR1,NPR1 - April to June,10-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,3,FALSE,
05100494.JPG,NPR1,NPR1 - April to June,10-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,5,FALSE,
05100495.JPG,NPR1,NPR1 - April to June,10-May-17,10:00:03,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05100496.JPG,NPR1,NPR1 - April to June,10-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05100497.JPG,NPR1,NPR1 - April to June,10-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05100498.JPG,NPR1,NPR1 - April to June,10-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05100499.JPG,NPR1,NPR1 - April to June,10-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,25,FALSE,
05100500.JPG,NPR1,NPR1 - April to June,10-May-17,15:00:01,Ok,FALSE,Shade,TRUE,FALSE,27,FALSE,
05100501.JPG,NPR1,NPR1 - April to June,10-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,23,FALSE,
05100502.JPG,NPR1,NPR1 - April to June,10-May-17,17:00:01,Ok,FALSE,Shade,TRUE,FALSE,21,FALSE,
05100503.JPG,NPR1,NPR1 - April to June,10-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,17,FALSE,
05100504.JPG,NPR1,NPR1 - April to June,10-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05100505.JPG,NPR1,NPR1 - April to June,10-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05100506.JPG,NPR1,NPR1 - April to June,10-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05100507.JPG,NPR1,NPR1 - April to June,10-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05100508.JPG,NPR1,NPR1 - April to June,10-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110509.JPG,NPR1,NPR1 - April to June,11-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05110510.JPG,NPR1,NPR1 - April to June,11-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05110511.JPG,NPR1,NPR1 - April to June,11-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05110512.JPG,NPR1,NPR1 - April to June,11-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05110513.JPG,NPR1,NPR1 - April to June,11-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05110514.JPG,NPR1,NPR1 - April to June,11-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05110515.JPG,NPR1,NPR1 - April to June,11-May-17,6:00:03,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05110516.JPG,NPR1,NPR1 - April to June,11-May-17,7:00:03,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05110517.JPG,NPR1,NPR1 - April to June,11-May-17,8:00:03,Ok,FALSE,Shade,TRUE,FALSE,5,FALSE,
05110518.JPG,NPR1,NPR1 - April to June,11-May-17,9:00:02,Ok,FALSE,Shade,TRUE,FALSE,10,FALSE,
05110519.JPG,NPR1,NPR1 - April to June,11-May-17,10:00:02,Ok,FALSE,Shade,TRUE,FALSE,15,FALSE,
05110520.JPG,NPR1,NPR1 - April to June,11-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,13,FALSE,
05110521.JPG,NPR1,NPR1 - April to June,11-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05110522.JPG,NPR1,NPR1 - April to June,11-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05110523.JPG,NPR1,NPR1 - April to June,11-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05110524.JPG,NPR1,NPR1 - April to June,11-May-17,15:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05110525.JPG,NPR1,NPR1 - April to June,11-May-17,16:00:02,Ok,FALSE,Sunny,TRUE,FALSE,12,FALSE,
05110526.JPG,NPR1,NPR1 - April to June,11-May-17,17:00:02,Ok,FALSE,Sunny,TRUE,FALSE,10,FALSE,
05110527.JPG,NPR1,NPR1 - April to June,11-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110528.JPG,NPR1,NPR1 - April to June,11-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110529.JPG,NPR1,NPR1 - April to June,11-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110530.JPG,NPR1,NPR1 - April to June,11-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110531.JPG,NPR1,NPR1 - April to June,11-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05110532.JPG,NPR1,NPR1 - April to June,11-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05120533.JPG,NPR1,NPR1 - April to June,12-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05120534.JPG,NPR1,NPR1 - April to June,12-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05120535.JPG,NPR1,NPR1 - April to June,12-May-17,2:00:03,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05120536.JPG,NPR1,NPR1 - April to June,12-May-17,3:00:03,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05120537.JPG,NPR1,NPR1 - April to June,12-May-17,4:00:03,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05120538.JPG,NPR1,NPR1 - April to June,12-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05120539.JPG,NPR1,NPR1 - April to June,12-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05120540.JPG,NPR1,NPR1 - April to June,12-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05120541.JPG,NPR1,NPR1 - April to June,12-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,5,FALSE,
05120542.JPG,NPR1,NPR1 - April to June,12-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,7,FALSE,
05120543.JPG,NPR1,NPR1 - April to June,12-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,12,FALSE,
05120544.JPG,NPR1,NPR1 - April to June,12-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05120545.JPG,NPR1,NPR1 - April to June,12-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,21,FALSE,
05120546.JPG,NPR1,NPR1 - April to June,12-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05120547.JPG,NPR1,NPR1 - April to June,12-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05120548.JPG,NPR1,NPR1 - April to June,12-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,22,FALSE,
05120549.JPG,NPR1,NPR1 - April to June,12-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,17,FALSE,
05120550.JPG,NPR1,NPR1 - April to June,12-May-17,17:00:02,Ok,FALSE,Shade,TRUE,FALSE,15,FALSE,
05120551.JPG,NPR1,NPR1 - April to June,12-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,13,FALSE,
05120552.JPG,NPR1,NPR1 - April to June,12-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05120553.JPG,NPR1,NPR1 - April to June,12-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05120554.JPG,NPR1,NPR1 - April to June,12-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05120555.JPG,NPR1,NPR1 - April to June,12-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05120556.JPG,NPR1,NPR1 - April to June,12-May-17,23:00:03,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05130557.JPG,NPR1,NPR1 - April to June,13-May-17,0:00:03,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05130558.JPG,NPR1,NPR1 - April to June,13-May-17,1:00:03,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05130559.JPG,NPR1,NPR1 - April to June,13-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05130560.JPG,NPR1,NPR1 - April to June,13-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05130561.JPG,NPR1,NPR1 - April to June,13-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05130562.JPG,NPR1,NPR1 - April to June,13-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05130563.JPG,NPR1,NPR1 - April to June,13-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,5,FALSE,
05130564.JPG,NPR1,NPR1 - April to June,13-May-17,7:00:01,Dark,FALSE,Dark,TRUE,FALSE,3,FALSE,
05130565.JPG,NPR1,NPR1 - April to June,13-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,3,FALSE,
05130566.JPG,NPR1,NPR1 - April to June,13-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,6,FALSE,
05130567.JPG,NPR1,NPR1 - April to June,13-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,11,FALSE,
05130568.JPG,NPR1,NPR1 - April to June,13-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,21,FALSE,
05130569.JPG,NPR1,NPR1 - April to June,13-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,22,FALSE,
05130570.JPG,NPR1,NPR1 - April to June,13-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,21,FALSE,
05130571.JPG,NPR1,NPR1 - April to June,13-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05130572.JPG,NPR1,NPR1 - April to June,13-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,25,FALSE,
05130573.JPG,NPR1,NPR1 - April to June,13-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,20,FALSE,
05130574.JPG,NPR1,NPR1 - April to June,13-May-17,17:00:02,Ok,FALSE,Shade,TRUE,FALSE,16,FALSE,
05130575.JPG,NPR1,NPR1 - April to June,13-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05130576.JPG,NPR1,NPR1 - April to June,13-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05130577.JPG,NPR1,NPR1 - April to June,13-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05130578.JPG,NPR1,NPR1 - April to June,13-May-17,21:00:03,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05130579.JPG,NPR1,NPR1 - April to June,13-May-17,22:00:03,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05130580.JPG,NPR1,NPR1 - April to June,13-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05140581.JPG,NPR1,NPR1 - April to June,14-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05140582.JPG,NPR1,NPR1 - April to June,14-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05140583.JPG,NPR1,NPR1 - April to June,14-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05140584.JPG,NPR1,NPR1 - April to June,14-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05140585.JPG,NPR1,NPR1 - April to June,14-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,7,FALSE,
05140586.JPG,NPR1,NPR1 - April to June,14-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,6,FALSE,
05140587.JPG,NPR1,NPR1 - April to June,14-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05140588.JPG,NPR1,NPR1 - April to June,14-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05140589.JPG,NPR1,NPR1 - April to June,14-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,10,FALSE,
05140590.JPG,NPR1,NPR1 - April to June,14-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,11,FALSE,
05140591.JPG,NPR1,NPR1 - April to June,14-May-17,9:02:14,Ok,FALSE,Sunny,TRUE,TRUE,11,FALSE,Baboon
05140592.JPG,NPR1,NPR1 - April to June,14-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,16,FALSE,
05140593.JPG,NPR1,NPR1 - April to June,14-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05140594.JPG,NPR1,NPR1 - April to June,14-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,27,FALSE,
05140595.JPG,NPR1,NPR1 - April to June,14-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05140596.JPG,NPR1,NPR1 - April to June,14-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05140597.JPG,NPR1,NPR1 - April to June,14-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,25,FALSE,
05140598.JPG,NPR1,NPR1 - April to June,14-May-17,16:00:02,Ok,FALSE,Shade,TRUE,FALSE,21,FALSE,
05140599.JPG,NPR1,NPR1 - April to June,14-May-17,17:00:02,Ok,FALSE,Shade,TRUE,FALSE,20,FALSE,
05140600.JPG,NPR1,NPR1 - April to June,14-May-17,18:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05140601.JPG,NPR1,NPR1 - April to June,14-May-17,19:00:03,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05140602.JPG,NPR1,NPR1 - April to June,14-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05140603.JPG,NPR1,NPR1 - April to June,14-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05140604.JPG,NPR1,NPR1 - April to June,14-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05140605.JPG,NPR1,NPR1 - April to June,14-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05150606.JPG,NPR1,NPR1 - April to June,15-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,10,FALSE,
05150607.JPG,NPR1,NPR1 - April to June,15-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,8,FALSE,
05150608.JPG,NPR1,NPR1 - April to June,15-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05150609.JPG,NPR1,NPR1 - April to June,15-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,13,FALSE,
05150610.JPG,NPR1,NPR1 - April to June,15-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05150611.JPG,NPR1,NPR1 - April to June,15-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05150612.JPG,NPR1,NPR1 - April to June,15-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05150613.JPG,NPR1,NPR1 - April to June,15-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05150614.JPG,NPR1,NPR1 - April to June,15-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,11,FALSE,
05150615.JPG,NPR1,NPR1 - April to June,15-May-17,9:00:02,Ok,FALSE,Shade,TRUE,FALSE,13,FALSE,
05150616.JPG,NPR1,NPR1 - April to June,15-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,20,FALSE,
05150617.JPG,NPR1,NPR1 - April to June,15-May-17,11:00:02,Ok,FALSE,Sunny,TRUE,FALSE,25,FALSE,
05150618.JPG,NPR1,NPR1 - April to June,15-May-17,12:00:02,Ok,FALSE,Sunny,TRUE,FALSE,27,FALSE,
05150619.JPG,NPR1,NPR1 - April to June,15-May-17,13:00:02,Ok,FALSE,Sunny,TRUE,FALSE,26,FALSE,
05150620.JPG,NPR1,NPR1 - April to June,15-May-17,14:00:03,Ok,FALSE,Sunny,TRUE,FALSE,28,FALSE,
05150621.JPG,NPR1,NPR1 - April to June,15-May-17,15:00:03,Ok,FALSE,Shade,TRUE,FALSE,31,FALSE,
05150622.JPG,NPR1,NPR1 - April to June,15-May-17,16:00:03,Ok,FALSE,Shade,TRUE,FALSE,26,FALSE,
05150623.JPG,NPR1,NPR1 - April to June,15-May-17,17:00:02,Ok,FALSE,Shade,TRUE,FALSE,22,FALSE,
05150624.JPG,NPR1,NPR1 - April to June,15-May-17,18:00:03,Dark,FALSE,Dark,TRUE,FALSE,21,FALSE,
05150625.JPG,NPR1,NPR1 - April to June,15-May-17,19:00:02,Dark,FALSE,Dark,TRUE,FALSE,17,FALSE,
05150626.JPG,NPR1,NPR1 - April to June,15-May-17,20:00:02,Dark,FALSE,Dark,TRUE,FALSE,17,FALSE,
05150627.JPG,NPR1,NPR1 - April to June,15-May-17,21:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05150628.JPG,NPR1,NPR1 - April to June,15-May-17,22:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05150629.JPG,NPR1,NPR1 - April to June,15-May-17,23:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05160630.JPG,NPR1,NPR1 - April to June,16-May-17,0:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05160631.JPG,NPR1,NPR1 - April to June,16-May-17,1:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05160632.JPG,NPR1,NPR1 - April to June,16-May-17,2:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05160633.JPG,NPR1,NPR1 - April to June,16-May-17,3:00:02,Dark,FALSE,Dark,TRUE,FALSE,16,FALSE,
05160634.JPG,NPR1,NPR1 - April to June,16-May-17,4:00:02,Dark,FALSE,Dark,TRUE,FALSE,15,FALSE,
05160635.JPG,NPR1,NPR1 - April to June,16-May-17,5:00:02,Dark,FALSE,Dark,TRUE,FALSE,12,FALSE,
05160636.JPG,NPR1,NPR1 - April to June,16-May-17,6:00:02,Dark,FALSE,Dark,TRUE,FALSE,11,FALSE,
05160637.JPG,NPR1,NPR1 - April to June,16-May-17,7:00:02,Dark,FALSE,Dark,TRUE,FALSE,13,FALSE,
05160638.JPG,NPR1,NPR1 - April to June,16-May-17,8:00:02,Ok,FALSE,Shade,TRUE,FALSE,11,FALSE,
05160639.JPG,NPR1,NPR1 - April to June,16-May-17,9:00:02,Ok,FALSE,Sunny,TRUE,FALSE,15,FALSE,
05160640.JPG,NPR1,NPR1 - April to June,16-May-17,10:00:02,Ok,FALSE,Sunny,TRUE,FALSE,23,FALSE,
05160641.JPG,NPR1,NPR1 - April to June,16-May-17,11:00:03,Ok,FALSE,Sunny,TRUE,FALSE,27,FALSE,
05160642.JPG,NPR1,NPR1 - April to June,16-May-17,12:00:03,Ok,FALSE,Sunny,TRUE,FALSE,31,FALSE,
05160643.JPG,NPR1,NPR1 - April to June,16-May-17,13:00:03,Ok,FALSE,Sunny,TRUE,FALSE,30,FALSE,
05160644.JPG,NPR1,NPR1 - April to June,16-May-17,14:00:02,Ok,FALSE,Sunny,TRUE,FALSE,32,FALSE,
05160645.JPG,NPR1,NPR1 - April to June,16-May-17,15:00:02,Ok,FALSE,Shade,TRUE,FALSE,33,FALSE,
